1	24
2	7
3	19
4	41
5	34
6	10
7	9
8	1
9	5
10	36
11	8
12	8
13	27
14	34
15	42
16	1
17	27
18	26
19	27
20	27
21	24
22	34
23	14
24	14
25	8
26	27
27	20
28	28
29	38
30	9
31	30
32	36
33	7
34	20
35	8
36	5
37	37
38	3
39	11
40	9
41	29
42	14
43	6
44	6
45	39
46	6
47	23
48	12
49	20
50	8
51	5
52	11
53	20
54	43
55	9
56	1
57	42
58	22
59	18
60	8
61	8
62	24
63	18
64	26
65	38
66	31
67	21
68	6
69	29
70	11
71	27
72	32
73	12
74	2
75	25
76	27
77	5
78	17
79	7
80	9
81	10
82	43
83	37
84	6
85	14
86	7
87	14
88	1
89	31
90	34
91	14
92	30
93	27
94	28
95	19
96	30
97	11
98	23
99	38
100	27
101	18
102	9
103	28
104	40
105	41
106	16
107	37
108	37
109	6
110	17
111	18
112	18
113	15
114	18
115	19
116	42
117	2
118	6
119	28
120	3
121	37
122	29
123	27
124	2
125	27
126	2
127	27
128	29
129	15
130	14
131	1
132	11
133	18
134	7
135	43
136	32
137	28
138	8
139	1
140	42
141	36
142	2
143	37
144	27
145	13
146	10
147	33
148	22
149	42
150	16
151	34
152	4
153	34
154	37
155	13
156	5
157	42
158	15
159	42
160	10
161	28
162	36
163	2
164	2
165	17
166	19
167	28
168	28
169	19
170	32
171	41
172	7
173	13
174	42
175	11
176	1
177	39
178	7
179	12
180	10
181	29
182	38
183	11
184	24
185	18
186	43
187	8
188	8
189	34
190	33
191	31
192	26
193	3
194	20
195	40
196	3
197	20
198	14
199	4
200	11
201	21
202	33
203	37
204	10
205	3
206	31
207	24
208	19
209	7
210	1
211	42
212	15
213	15
214	14
215	36
216	42
217	14
218	28
219	28
220	14
221	43
222	16
223	2
224	31
225	22
226	19
227	9
228	3
229	27
230	16
231	9
232	34
233	39
234	38
235	28
236	28
237	40
238	19
239	38
240	32
241	7
242	16
243	14
244	2
245	17
246	8
247	8
248	11
249	22
250	1
251	41
252	8
253	14
254	15
255	29
256	11
257	35
258	15
259	33
260	11
261	27
262	25
263	4
264	4
265	19
266	27
267	24
268	19
269	35
270	34
271	15
272	31
273	41
274	11
275	11
276	8
277	37
278	31
279	43
280	39
281	14
282	18
283	17
284	13
285	29
286	36
287	37
288	11
289	27
290	24
291	6
292	27
293	17
294	43
295	39
296	3
297	13
298	38
299	16
300	3
301	8
302	43
303	24
304	31
305	26
306	23
307	3
308	14
309	2
310	5
311	33
312	20
313	28
314	28
315	10
316	24
317	10
318	17
319	11
320	33
321	8
322	31
323	14
324	37
325	2
326	21
327	7
328	38
329	6
330	3
331	13
332	34
333	35
334	13
335	34
336	9
337	17
338	32
339	32
340	21
341	34
342	9
343	1
344	31
345	4
346	23
347	33
348	4
349	27
350	27
351	28
352	43
353	1
354	8
355	8
356	3
357	31
358	3
359	28
360	1
361	10
362	21
363	42
364	24
365	8
366	37
367	34
368	27
369	3
370	40
371	12
372	36
373	43
374	1
375	36
376	1
377	14
378	1
379	28
380	33
381	38
382	31
383	14
384	28
385	13
386	36
387	31
388	7
389	4
390	23
391	15
392	10
393	7
394	28
395	16
396	30
397	31
398	30
399	41
400	21
401	40
402	27
403	41
404	5
405	40
406	1
407	2
408	7
409	9
410	17
411	38
412	33
413	19
414	15
415	5
416	27
417	36
418	43
419	31
420	3
421	40
422	14
423	43
424	38
425	42
426	31
427	11
428	22
429	31
430	38
431	31
432	8
433	43
434	9
435	40
436	28
437	14
438	33
439	19
440	31
441	37
442	27
443	17
444	9
445	42
446	43
447	43
448	1
449	38
450	41
451	43
452	24
453	38
454	33
455	27
456	30
457	17
458	34
459	17
460	28
461	29
462	41
463	21
464	31
465	8
466	30
467	7
468	4
469	24
470	31
471	15
472	9
473	28
474	11
475	39
476	27
477	28
478	15
479	27
480	1
481	27
482	43
483	17
484	15
485	20
486	11
487	43
488	32
489	23
490	17
491	20
492	15
493	27
494	5
495	28
496	15
497	1
498	28
499	36
500	42
501	42
502	27
503	30
504	38
505	28
506	15
507	14
508	11
509	11
510	7
511	9
512	24
513	31
514	12
515	29
516	19
517	13
518	40
519	31
520	3
521	10
522	14
523	30
524	37
525	6
526	24
527	20
528	41
529	8
530	24
531	30
532	3
533	32
534	28
535	19
536	2
537	28
538	33
539	18
540	3
541	28
542	4
543	8
544	31
545	41
546	17
547	14
548	20
549	31
550	13
551	9
552	43
553	43
554	28
555	1
556	3
557	37
558	22
559	39
560	24
561	24
562	3
563	14
564	43
565	33
566	38
567	11
568	37
569	41
570	18
571	7
572	6
573	20
574	25
575	24
576	28
577	1
578	34
579	39
580	4
581	20
582	21
583	17
584	8
585	31
586	29
587	12
588	24
589	36
590	41
591	15
592	14
593	5
594	14
595	40
596	31
597	23
598	8
599	14
600	33
601	31
602	24
603	30
604	24
605	42
606	3
607	38
608	39
609	12
610	11
611	26
612	24
613	22
614	26
615	28
616	8
617	29
618	6
619	17
620	20
621	1
622	31
623	13
624	42
625	14
626	29
627	25
628	38
629	30
630	3
631	17
632	39
633	28
634	19
635	2
636	31
637	14
638	16
639	19
640	20
641	16
642	13
643	21
644	23
645	10
646	24
647	8
648	2
649	6
650	19
651	34
652	39
653	40
654	23
655	13
656	3
657	5
658	41
659	19
660	30
661	27
662	11
663	14
664	42
665	43
666	42
667	27
668	37
669	31
670	20
671	8
672	16
673	32
674	6
675	8
676	27
677	27
678	31
679	24
680	12
681	23
682	10
683	31
684	14
685	23
686	42
687	27
688	8
689	14
690	14
691	31
692	17
693	21
694	4
695	36
696	11
697	11
698	34
699	10
700	11
701	8
702	9
703	22
704	9
705	31
706	43
707	23
708	38
709	16
710	1
711	13
712	7
713	41
714	9
715	33
716	28
717	24
718	36
719	32
720	3
721	23
722	17
723	3
724	20
725	10
726	14
727	24
728	27
729	5
730	8
731	37
732	3
733	37
734	11
735	24
736	28
737	4
738	37
739	28
740	32
741	27
742	34
743	26
744	11
745	36
746	43
747	25
748	32
749	24
750	7
751	31
752	27
753	1
754	38
755	13
756	33
757	28
758	33
759	39
760	43
761	27
762	27
763	40
764	30
765	23
766	11
767	18
768	13
769	19
770	25
771	7
772	41
773	8
774	28
775	30
776	1
777	24
778	15
779	33
780	14
781	9
782	9
783	4
784	34
785	23
786	14
787	22
788	25
789	18
790	27
791	37
792	34
793	38
794	3
795	37
796	26
797	33
798	41
799	37
800	15
801	39
802	20
803	8
804	32
805	43
806	28
807	42
808	21
809	11
810	32
