1	42
1	86
1	96
1	175
1	353
1	429
1	698
1	742
1	826
1	844
1	852
1	873
2	17
2	76
2	177
2	198
2	218
2	278
2	329
2	340
2	487
2	494
2	500
2	517
2	543
2	558
2	566
2	672
2	705
2	776
2	778
2	800
2	897
2	922
2	934
3	61
3	211
3	216
3	229
3	246
3	256
3	290
3	362
3	457
3	476
3	489
3	524
3	536
3	576
3	617
3	623
3	637
3	718
3	761
3	815
3	867
3	872
3	898
3	904
3	937
3	953
4	295
4	297
4	572
4	603
4	637
4	671
4	677
4	741
4	823
4	827
4	840
4	872
4	897
4	976
4	993
5	112
5	122
5	147
5	216
5	245
5	296
5	343
5	359
5	479
5	484
5	509
5	622
5	643
5	698
5	755
5	776
5	811
5	912
5	925
6	69
6	82
6	280
6	309
6	338
6	604
6	642
6	709
6	737
6	838
6	909
6	923
7	223
7	330
7	332
7	363
7	369
7	404
7	432
7	550
7	652
7	821
7	991
8	37
8	42
8	111
8	130
8	228
8	273
8	474
8	485
8	600
8	627
8	709
8	735
8	745
8	845
8	862
8	951
9	15
9	62
9	179
9	187
9	211
9	267
9	315
9	316
9	346
9	358
9	359
9	388
9	427
9	467
9	471
9	493
9	524
9	547
9	571
9	579
9	597
9	610
9	655
9	660
9	697
9	841
9	849
9	900
9	968
9	971
9	983
10	27
10	142
10	167
10	177
10	293
10	445
10	562
10	688
10	725
10	786
11	15
11	19
11	80
11	93
11	149
11	218
11	285
11	318
11	321
11	343
11	360
11	389
11	392
11	604
11	685
11	785
11	791
11	812
11	876
11	881
11	882
11	937
12	64
12	174
12	177
12	221
12	342
12	459
12	601
12	634
12	925
12	984
12	996
13	30
13	140
13	168
13	298
13	347
13	451
13	542
13	549
13	565
13	586
13	617
13	663
13	741
13	742
13	870
13	883
13	899
13	970
13	991
14	18
14	34
14	52
14	89
14	142
14	194
14	201
14	209
14	219
14	323
14	354
14	363
14	387
14	427
14	430
14	487
14	497
14	519
14	614
14	707
14	744
14	763
14	781
14	849
14	932
14	945
14	968
15	9
15	11
15	46
15	48
15	50
15	115
15	140
15	145
15	149
15	159
15	192
15	259
15	265
15	267
15	313
15	339
15	372
15	408
15	411
15	439
15	449
15	465
15	497
15	501
15	502
15	521
15	526
15	592
15	629
15	642
15	676
15	689
15	773
15	777
15	797
15	860
15	872
15	886
15	893
15	944
15	949
15	975
16	23
16	130
16	154
16	164
16	179
16	190
16	205
16	233
16	236
16	319
16	342
16	395
16	450
16	562
16	609
16	620
16	672
16	676
16	753
16	775
16	782
16	789
16	863
16	922
16	985
17	2
17	63
17	90
17	138
17	151
17	293
17	305
17	337
17	366
17	652
17	655
17	737
17	810
17	824
17	941
18	14
18	64
18	483
18	486
18	728
18	734
18	765
18	771
18	865
18	959
19	11
19	45
19	58
19	67
19	117
19	119
19	173
19	244
19	293
19	315
19	455
19	459
19	519
19	520
19	528
19	607
19	610
19	613
19	617
19	619
19	631
19	720
19	786
19	829
20	189
20	449
20	472
20	505
20	565
20	614
20	629
20	653
20	759
20	900
21	149
21	278
21	298
21	363
21	685
21	778
21	811
21	851
21	884
21	999
22	100
22	170
22	246
22	287
22	347
22	400
22	478
22	648
22	797
22	922
22	983
23	16
23	93
23	164
23	360
23	408
23	572
23	742
23	743
23	775
23	810
24	29
24	43
24	52
24	87
24	118
24	213
24	215
24	243
24	313
24	319
24	404
24	412
24	489
24	535
24	557
24	580
24	615
24	642
24	684
24	709
24	710
24	840
24	869
25	42
25	48
25	120
25	132
25	258
25	316
25	360
25	367
25	443
25	531
25	538
25	605
25	624
25	688
25	691
25	704
25	705
25	710
25	738
25	754
25	777
25	778
25	849
25	866
25	873
25	916
25	943
25	975
25	984
25	991
25	995
26	202
26	298
26	321
26	326
26	337
26	408
26	480
26	648
26	663
26	843
26	876
26	892
26	954
26	985
26	989
27	10
27	28
27	30
27	70
27	99
27	108
27	129
27	211
27	316
27	338
27	351
27	352
27	358
27	391
27	652
27	667
27	683
27	702
27	710
27	860
27	897
27	900
27	969
27	974
28	27
28	52
28	230
28	298
28	381
28	401
28	564
28	592
28	683
28	860
28	948
29	24
29	107
29	233
29	265
29	267
29	292
29	343
29	363
29	369
29	370
29	508
29	509
29	531
29	541
29	543
29	547
29	643
