1	69
1	151
1	242
1	255
1	469
1	624
1	639
1	749
1	961
1	992
2	71
2	129
2	210
2	467
2	487
2	636
2	790
2	906
2	930
2	937
3	31
3	54
3	76
3	115
3	129
3	165
3	169
3	180
3	192
3	197
3	221
3	226
3	244
3	265
3	268
3	273
3	280
3	318
3	388
3	397
3	405
3	462
3	493
3	502
3	516
3	559
3	585
3	634
3	635
3	672
3	690
3	726
3	793
3	873
3	901
3	936
3	938
3	942
3	982
3	987
4	23
4	147
4	171
4	314
4	385
4	438
4	450
4	471
4	507
4	526
4	547
4	713
4	768
4	807
4	889
4	910
5	28
5	46
5	80
5	89
5	90
5	212
5	270
5	272
5	281
5	341
5	354
5	363
5	365
5	427
5	431
5	695
5	742
5	780
5	808
5	815
5	848
5	865
5	904
5	942
5	985
6	57
6	81
6	88
6	146
6	160
6	180
6	272
6	297
6	320
6	346
6	353
6	403
6	408
6	521
6	578
6	634
6	736
6	745
6	748
6	749
6	792
6	806
6	910
6	914
6	943
6	947
7	29
7	80
7	120
7	221
7	230
7	231
7	295
7	330
7	346
7	379
7	404
7	551
7	553
7	559
7	641
7	713
7	714
7	732
7	761
7	764
7	794
7	798
7	855
7	900
7	915
7	968
7	994
8	80
8	138
8	155
8	225
8	229
8	285
8	360
8	460
8	506
8	578
8	621
8	629
8	660
8	666
8	729
8	736
8	766
8	835
8	897
8	902
8	912
8	923
8	948
9	40
9	178
9	195
9	261
9	404
9	678
9	705
9	727
9	729
9	780
9	795
9	860
9	869
10	22
10	25
10	32
10	41
10	103
10	121
10	146
10	154
10	162
10	191
10	205
10	206
10	234
10	241
10	257
10	273
10	300
10	348
10	360
10	499
10	564
10	584
10	592
10	606
10	627
10	642
10	695
10	716
10	718
10	760
10	826
10	951
11	25
11	53
11	60
11	221
11	262
11	299
11	300
11	395
11	416
11	484
11	522
11	641
11	785
11	803
11	816
12	60
12	162
12	212
12	383
12	432
12	512
12	566
12	753
12	801
12	903
12	907
13	49
13	216
13	231
13	349
13	374
13	448
13	462
13	464
13	467
13	644
13	705
13	761
14	162
14	365
14	373
14	543
14	570
14	629
14	908
14	930
14	950
14	969
15	140
15	228
15	292
15	325
15	436
15	622
15	666
15	744
15	977
15	985
16	45
16	50
16	88
16	106
16	191
16	292
16	293
16	357
16	360
16	451
16	468
16	499
16	510
16	550
16	555
16	577
16	626
16	696
16	726
16	823
16	835
16	840
16	869
16	943
17	125
17	144
17	184
17	505
17	566
17	592
17	637
17	732
17	789
17	806
17	911
17	968
18	53
18	83
18	184
18	410
18	430
18	548
18	611
18	614
18	698
18	716
18	734
18	743
18	884
18	937
18	1000
19	97
19	144
19	219
19	391
19	416
19	480
19	595
19	714
19	742
19	779
19	820
19	852
19	870
19	897
19	971
20	44
20	60
20	69
20	74
20	99
20	108
20	144
20	196
20	229
20	261
20	287
20	310
20	349
20	380
20	396
20	452
20	469
20	484
20	487
20	493
20	553
20	592
20	634
20	683
20	713
20	773
20	781
20	814
20	815
20	826
20	852
20	981
20	983
21	57
21	142
21	170
21	191
21	270
21	364
21	643
21	657
21	682
21	717
21	766
21	783
21	918
22	10
22	197
22	297
22	308
